step,accuracy,loss
0,0.09375,0.8095152378082275
100,0.5715625,0.31245121836662293
200,0.791328125,0.1502521462738514
300,0.8415625,0.11915692172944546
400,0.84421875,0.11319767959415912
429,0.8504849137931034,0.1083738212955409
529,0.860234375,0.10172661993652582
629,0.868828125,0.09590242583304644
729,0.87859375,0.09020579047501087
829,0.881328125,0.08867673952132464
858,0.8736530172413793,0.09718997262675187
958,0.8878125,0.08388861279934645
1058,0.88640625,0.08253685686737298
1158,0.893359375,0.07973779056221247
1258,0.891171875,0.07954067450016737
1287,0.8997844827586207,0.07836812965828797
1387,0.901484375,0.07362835209816694
1487,0.90171875,0.073233842253685
1587,0.9,0.07385420694947242
1687,0.902109375,0.07208837758749724
1716,0.8984375,0.07328963138420007
1816,0.91078125,0.06652853142470122
1916,0.9065625,0.06734239399433135
2016,0.912578125,0.06600361950695514
2116,0.912890625,0.06641654968261719
2145,0.9113685344827587,0.06858355320733169
2245,0.918984375,0.06205341562628746
2345,0.91875,0.06159479677677154
2445,0.921953125,0.059774469286203384
2545,0.920078125,0.05970324773341417
2574,0.9172952586206896,0.06360147764970517
2674,0.92828125,0.05438732739537954
2774,0.924296875,0.057069247346371414
2874,0.92625,0.05559893842786551
2974,0.925390625,0.05615185607224703
3003,0.9216056034482759,0.05873074857839223
3103,0.928828125,0.052739509530365464
3203,0.936875,0.05021806042641401
3303,0.931171875,0.05246757220476866
3403,0.9328125,0.05212257364764809
3432,0.9321120689655172,0.05062765621676527
3532,0.943046875,0.04521637219935656
3632,0.941484375,0.046342298053205014
3732,0.93953125,0.04727683622390032
3832,0.93625,0.050311169661581515
3861,0.9420797413793104,0.04484546724064597
3961,0.94859375,0.041767358966171744
4061,0.946640625,0.04286794146522879
4161,0.943359375,0.04435352893546224
4261,0.946328125,0.04342479040846228
4290,0.943426724137931,0.046497174506557395
4390,0.955390625,0.036580598633736375
4490,0.954453125,0.03863168263807893
4590,0.948125,0.041220346465706825
4690,0.95,0.040284305810928345
4719,0.9488146551724138,0.04061482782507765
4819,0.9578125,0.035484369713813066
4919,0.95703125,0.03529309280216694
5019,0.956328125,0.036770439138635994
5119,0.95359375,0.037882247362285855
5148,0.953125,0.03647255011159798
5248,0.9628125,0.031473791114985945
5348,0.96421875,0.03189338462427258
5448,0.9603125,0.03374789277091622
5548,0.9575,0.035432015694677826
5577,0.9574353448275862,0.03472962391016812
5677,0.964453125,0.029090104391798377
5777,0.966953125,0.02917375748977065
5877,0.963515625,0.03223260316997766
5977,0.964453125,0.03198644069954753
6006,0.9620150862068966,0.03241825675399139
6106,0.97171875,0.026493920162320137
6206,0.97,0.026837863493710756
6306,0.96671875,0.027890612687915563
6406,0.96765625,0.02863279345445335
6435,0.9636314655172413,0.031100800614161737
6535,0.975546875,0.02251940202899277
6635,0.972421875,0.024686241755262017
6735,0.971875,0.02542632515542209
6835,0.96671875,0.02810399920679629
6864,0.9676724137931034,0.02780111850207222
6964,0.979765625,0.02030867464840412
7064,0.97625,0.021939718220382928
7164,0.972109375,0.02516912104561925
7264,0.97203125,0.02568971554748714
7293,0.9676724137931034,0.026753147518069578
7393,0.97859375,0.02016483658924699
7493,0.97765625,0.020626045214012265
7593,0.977109375,0.02157713245600462
7693,0.97578125,0.021756027741357684
7722,0.9738685344827587,0.024293266429469502
7822,0.981953125,0.017713550990447403
7922,0.981015625,0.019090190320275723
8022,0.98,0.01958840411156416
8122,0.978125,0.021132299336604776
8151,0.9719827586206896,0.02502705073305245
8251,0.981171875,0.017996025113388894
8351,0.98234375,0.017647953145205973
8451,0.9825,0.01793428724166006
8551,0.980546875,0.019694409035146236
